TimeCreated,Channel,Level,EventId,ProviderName,Message
2026-03-30 16:49:50,System,Warning,10016,Microsoft-Windows-DistributedCOM,The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID  {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}  and APPID  {15C20B67-12E7-4BB6-92BB-7AFF07997402}  to the user DESKTOP-KN\Owner SID (S-1-5-21-1775440496-1244785614-1751367727-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.
2026-03-30 16:44:07,Application,Information,256,Chrome,[9964:18956:0330/164407.029:INFO:chrome\browser\extensions\extension_garbage_collector.cc:188] Garbage collection for extensions on file thread is complete.
2026-03-30 16:43:44,System,Warning,10016,Microsoft-Windows-DistributedCOM,The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID  {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}  and APPID  {15C20B67-12E7-4BB6-92BB-7AFF07997402}  to the user DESKTOP-KN\Owner SID (S-1-5-21-1775440496-1244785614-1751367727-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.
2026-03-30 16:43:35,System,Warning,10016,Microsoft-Windows-DistributedCOM,The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID  {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}  and APPID  {15C20B67-12E7-4BB6-92BB-7AFF07997402}  to the user DESKTOP-KN\Owner SID (S-1-5-21-1775440496-1244785614-1751367727-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.
2026-03-30 16:33:02,Application,Information,256,Chrome,[18816:19504:0330/163302.104:INFO:chrome\browser\extensions\extension_garbage_collector.cc:188] Garbage collection for extensions on file thread is complete.
2026-03-30 16:31:38,Application,Information,256,Chrome,[11016:21164:0330/163138.776:INFO:chrome\browser\extensions\extension_garbage_collector.cc:188] Garbage collection for extensions on file thread is complete.
2026-03-30 16:22:47,Application,Information,256,Chrome,[11092:11840:0330/162247.030:INFO:chrome\browser\extensions\extension_garbage_collector.cc:188] Garbage collection for extensions on file thread is complete.
2026-03-30 16:22:21,System,Warning,10016,Microsoft-Windows-DistributedCOM,The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID  {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}  and APPID  {15C20B67-12E7-4BB6-92BB-7AFF07997402}  to the user DESKTOP-KN\Owner SID (S-1-5-21-1775440496-1244785614-1751367727-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.
2026-03-30 16:22:08,System,Information,7045,Service Control Manager,A service was installed in the system.  Service Name:  NTIOLib_MysticLight Service File Name:  C:\Program Files (x86)\MSI\One Dragon Center\Mystic_Light\Lib\\NTIOLib_X64.sys Service Type:  kernel mode driver Service Start Type:  demand start Service Account:  
2026-03-30 16:21:17,System,Warning,10016,Microsoft-Windows-DistributedCOM,The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID  {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}  and APPID  {15C20B67-12E7-4BB6-92BB-7AFF07997402}  to the user DESKTOP-KN\Owner SID (S-1-5-21-1775440496-1244785614-1751367727-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.
2026-03-30 15:54:51,System,Information,7040,Service Control Manager,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
2026-03-30 15:54:46,System,Information,7045,Service Control Manager,A service was installed in the system.  Service Name:  NTIOLib_MysticLight Service File Name:  C:\Program Files (x86)\MSI\One Dragon Center\Mystic_Light\Lib\\NTIOLib_X64.sys Service Type:  kernel mode driver Service Start Type:  demand start Service Account:  
2026-03-30 15:53:08,System,Information,7045,Service Control Manager,A service was installed in the system.  Service Name:  NTIOLib_MysticLight Service File Name:  C:\Program Files (x86)\MSI\One Dragon Center\Mystic_Light\Lib\\NTIOLib_X64.sys Service Type:  kernel mode driver Service Start Type:  demand start Service Account:  
2026-03-30 15:52:26,System,Information,7040,Service Control Manager,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
2026-03-30 15:51:21,Application,Information,256,Chrome,[24084:21852:0330/155121.875:INFO:chrome\browser\extensions\extension_garbage_collector.cc:188] Garbage collection for extensions on file thread is complete.
2026-03-30 15:50:54,System,Warning,10016,Microsoft-Windows-DistributedCOM,The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID  {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}  and APPID  {15C20B67-12E7-4BB6-92BB-7AFF07997402}  to the user DESKTOP-KN\Owner SID (S-1-5-21-1775440496-1244785614-1751367727-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.
2026-03-30 15:24:38,Application,Information,256,Chrome,[22132:14700:0330/152438.869:INFO:chrome\browser\extensions\extension_garbage_collector.cc:188] Garbage collection for extensions on file thread is complete.
2026-03-30 15:24:12,System,Warning,10016,Microsoft-Windows-DistributedCOM,The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID  {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}  and APPID  {15C20B67-12E7-4BB6-92BB-7AFF07997402}  to the user DESKTOP-KN\Owner SID (S-1-5-21-1775440496-1244785614-1751367727-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.
2026-03-30 15:22:56,System,Information,7045,Service Control Manager,A service was installed in the system.  Service Name:  NTIOLib_MysticLight Service File Name:  C:\Program Files (x86)\MSI\One Dragon Center\Mystic_Light\Lib\\NTIOLib_X64.sys Service Type:  kernel mode driver Service Start Type:  demand start Service Account:  
2026-03-30 15:22:23,System,Warning,10016,Microsoft-Windows-DistributedCOM,The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID  {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}  and APPID  {15C20B67-12E7-4BB6-92BB-7AFF07997402}  to the user DESKTOP-KN\Owner SID (S-1-5-21-1775440496-1244785614-1751367727-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.
2026-03-30 15:19:57,System,Warning,8265,Microsoft-Windows-EnhancedPhishingProtection-Events,Aggregated Threat assessment of current system instance
2026-03-30 15:18:10,System,Warning,4266,Tcpip,A request to allocate an ephemeral port number from the global UDP port space has failed due to all such ports being in use.
2026-03-30 14:45:47,Application,Information,8224,VSS,The VSS service is shutting down due to idle timeout. 
2026-03-30 14:43:45,System,Information,7040,Service Control Manager,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
2026-03-30 14:42:40,Application,Information,8224,VSS,The VSS service is shutting down due to idle timeout. 
2026-03-30 14:42:10,Application,Information,15,SecurityCenter,Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.
2026-03-30 14:41:41,System,Information,7040,Service Control Manager,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
2026-03-30 14:41:11,Application,Information,15,SecurityCenter,Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.
2026-03-30 14:39:51,Application,Information,10001,Microsoft-Windows-RestartManager,Ending session 1 started ‎2026‎-‎03‎-‎30T19:39:45.840229800Z.
2026-03-30 14:39:45,Application,Information,10000,Microsoft-Windows-RestartManager,Starting session 1 - ‎2026‎-‎03‎-‎30T19:39:45.840229800Z.
2026-03-30 14:39:40,Application,Information,8216,System Restore,Skipping creation of restore point (Process = C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s wuauserv; Description = Windows Update) as there is a restore point avaliable which is recent enough for System Restore.
2026-03-30 14:36:45,Application,Information,2003,DSAService,<DSAExceptionEvent xmlns:xsi='http://www.w3.org/2001/XMLSchema-instance' xmlns:xsd='http://www.w3.org/2001/XMLSchema' xmlns='https://www.intel.com'><OS><Description>Windows 10 Home</Description><Version>6.3</Version><Build>26200</Build><Release>2009</Release><EpmId>windows-11-25h2-64</EpmId></OS><DSAVersion>25.4.36.6</DSAVersion><Module>DSARulesCore.dll</Module><ClassName>Intel.DSA.Rules.RuleSets.Rebar</ClassName><MethodName>ConvertDetectionOutputToMessage</MethodName><ExceptionType>ResizableBarMessageException</ExceptionType><Message>CheckAmdPlatform</Message></DSAExceptionEvent>
2026-03-30 14:31:48,System,Error,7009,Service Control Manager,A timeout was reached (30000 milliseconds) while waiting for the Intel(R) SUR QC Software Asset Manager service to connect.
2026-03-30 14:31:48,Application,Information,15,SecurityCenter,Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.
2026-03-30 14:29:42,Application,Information,0,edgeupdate,Service stopped.
2026-03-30 14:26:18,System,Error,1796,Microsoft-Windows-TPM-WMI,"The Secure Boot update failed to update Boot Manager (2023) with error Secure Boot is not enabled on this machine.. For more information, please see https://go.microsoft.com/fwlink/?linkid=2169931"
2026-03-30 14:26:18,System,Error,1796,Microsoft-Windows-TPM-WMI,"The Secure Boot update failed to update KEK 2023 with error Secure Boot is not enabled on this machine.. For more information, please see https://go.microsoft.com/fwlink/?linkid=2169931"
2026-03-30 14:26:18,System,Error,1796,Microsoft-Windows-TPM-WMI,"The Secure Boot update failed to update 3P UEFI CA 2023 (DB) with error Secure Boot is not enabled on this machine.. For more information, please see https://go.microsoft.com/fwlink/?linkid=2169931"
2026-03-30 14:26:18,System,Error,1796,Microsoft-Windows-TPM-WMI,"The Secure Boot update failed to update Option ROM CA 2023 (DB) with error Secure Boot is not enabled on this machine.. For more information, please see https://go.microsoft.com/fwlink/?linkid=2169931"
2026-03-30 14:26:18,System,Error,1796,Microsoft-Windows-TPM-WMI,"The Secure Boot update failed to update Windows UEFI CA 2023 (DB) with error Secure Boot is not enabled on this machine.. For more information, please see https://go.microsoft.com/fwlink/?linkid=2169931"
2026-03-30 14:26:18,System,Error,1801,Microsoft-Windows-TPM-WMI,"Updated Secure Boot certificates are available on this device but have not yet been applied to the firmware. Review the published guidance to complete the update and maintain full protection. This device signature information is included here. DeviceAttributes: BaseBoardManufacturer:ASRock;FirmwareManufacturer:American Megatrends Inc.;FirmwareVersion:P3.10;OEMModelNumber:To Be Filled By O.E.M.;OEMModelBaseBoard:X570M Pro4;OEMModelSystemFamily:To Be Filled By O.E.M.;OEMManufacturerName:To Be Filled By O.E.M.;OEMModelSKU:To Be Filled By O.E.M.;OSArchitecture:amd64; BucketId: c98015dc71f5117613291e8cd9f458cc0af51cbd06fdf3dd3462a51abf76ceeb BucketConfidenceLevel: High Confidence UpdateType: Windows UEFI CA 2023 (DB), Option ROM CA 2023 (DB), 3P UEFI CA 2023 (DB), KEK 2023, Boot Manager (2023) For more information, please see https://go.microsoft.com/fwlink/?linkid=2301018."
2026-03-30 14:26:00,System,Warning,8265,Microsoft-Windows-EnhancedPhishingProtection-Events,Aggregated Threat assessment of current system instance
2026-03-30 14:25:21,Application,Warning,1008,Microsoft-Windows-Perflib,The Open procedure for service 'WmiApRpl' in DLL 'C:\WINDOWS\system32\wbem\wmiaprpl.dll' failed with error code The device is not ready.. Performance data for this service will not be available.
2026-03-30 14:25:21,Application,,4096,VBScriptDeprecationAlert,
2026-03-30 14:24:50,System,Information,7040,Service Control Manager,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
2026-03-30 14:23:23,Application,Information,15,SecurityCenter,Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.
2026-03-30 14:23:21,System,Warning,10016,Microsoft-Windows-DistributedCOM,The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID  Windows.SecurityCenter.WscBrokerManager  and APPID  Unavailable  to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.
2026-03-30 14:23:21,System,Warning,10016,Microsoft-Windows-DistributedCOM,The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID  Windows.SecurityCenter.SecurityAppBroker  and APPID  Unavailable  to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.
2026-03-30 14:23:21,System,Warning,10016,Microsoft-Windows-DistributedCOM,The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID  Windows.SecurityCenter.WscBrokerManager  and APPID  Unavailable  to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.
2026-03-30 14:23:21,System,Warning,10016,Microsoft-Windows-DistributedCOM,The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID  Windows.SecurityCenter.SecurityAppBroker  and APPID  Unavailable  to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.
2026-03-30 14:23:21,System,Warning,10016,Microsoft-Windows-DistributedCOM,The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID  Windows.SecurityCenter.WscDataProtection  and APPID  Unavailable  to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.
2026-03-30 14:23:21,System,Warning,10016,Microsoft-Windows-DistributedCOM,The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID  Windows.SecurityCenter.WscBrokerManager  and APPID  Unavailable  to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.
2026-03-30 14:23:21,Application,Information,1,SecurityCenter,The Windows Security Center Service has started.
2026-03-30 14:23:20,Application,Information,0,edgeupdate,Service stopped.
2026-03-30 14:21:59,Application,Information,256,Chrome,[14244:2544:0330/142159.969:INFO:chrome\browser\extensions\extension_garbage_collector.cc:188] Garbage collection for extensions on file thread is complete.
2026-03-30 14:21:50,System,Warning,10016,Microsoft-Windows-DistributedCOM,The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID  Windows.SecurityCenter.WscCloudBackupProvider  and APPID  Unavailable  to the user DESKTOP-KN\Owner SID (S-1-5-21-1775440496-1244785614-1751367727-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.
2026-03-30 14:21:47,System,Warning,10016,Microsoft-Windows-DistributedCOM,The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID  Windows.SecurityCenter.WscCloudBackupProvider  and APPID  Unavailable  to the user DESKTOP-KN\Owner SID (S-1-5-21-1775440496-1244785614-1751367727-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.
2026-03-30 14:21:41,System,Warning,10016,Microsoft-Windows-DistributedCOM,The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID  Windows.SecurityCenter.WscCloudBackupProvider  and APPID  Unavailable  to the user DESKTOP-KN\Owner SID (S-1-5-21-1775440496-1244785614-1751367727-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.
2026-03-30 14:21:38,System,Information,7040,Service Control Manager,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
2026-03-30 14:21:38,Application,Information,2003,DSAService,<DSAExceptionEvent xmlns:xsi='http://www.w3.org/2001/XMLSchema-instance' xmlns:xsd='http://www.w3.org/2001/XMLSchema' xmlns='https://www.intel.com'><OS><Description>Windows 10 Home</Description><Version>6.3</Version><Build>26200</Build><Release>2009</Release><EpmId>windows-11-25h2-64</EpmId></OS><DSAVersion>25.4.36.6</DSAVersion><Module>DSARulesCore.dll</Module><ClassName>Intel.DSA.Rules.RuleSets.Rebar</ClassName><MethodName>ConvertDetectionOutputToMessage</MethodName><ExceptionType>ResizableBarMessageException</ExceptionType><Message>CheckAmdPlatform</Message></DSAExceptionEvent>
2026-03-30 14:21:34,System,Warning,10016,Microsoft-Windows-DistributedCOM,The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID  {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}  and APPID  {15C20B67-12E7-4BB6-92BB-7AFF07997402}  to the user DESKTOP-KN\Owner SID (S-1-5-21-1775440496-1244785614-1751367727-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.
2026-03-30 14:21:31,System,Information,7045,Service Control Manager,A service was installed in the system.  Service Name:  NTIOLib_MysticLight Service File Name:  C:\Program Files (x86)\MSI\One Dragon Center\Mystic_Light\Lib\\NTIOLib_X64.sys Service Type:  kernel mode driver Service Start Type:  demand start Service Account:  
2026-03-30 14:21:30,System,Information,7045,Service Control Manager,A service was installed in the system.  Service Name:  NTIOLib_CC_COMM Service File Name:  C:\Program Files (x86)\MSI\One Dragon Center\Lib\SYS\NTIOLib_X64.sys Service Type:  kernel mode driver Service Start Type:  demand start Service Account:  
2026-03-30 14:21:30,Application,Warning,64,Microsoft-Windows-CertificateServicesClient-AutoEnrollment,Certificate for local system with Thumbprint 68 c8 d0 95 66 82 93 2f 46 f1 03 f9 42 7d 72 ec e4 80 2a cc is about to expire or already expired.
2026-03-30 14:21:23,Application,Information,0,Service1,Service started successfully.
2026-03-30 14:21:23,Application,Information,1035,MsiInstaller,Windows Installer reconfigured the product. Product Name: Microsoft GameInput. Product Version: 3.3.163.0. Product Language: 1033. Manufacturer: Microsoft Corporation. Reconfiguration success or error status: 0.
2026-03-30 14:21:23,Application,Information,0,Service1,Service started successfully.
2026-03-30 14:21:22,System,Information,1,Microsoft-Windows-Configuration-Change-Monitor,
2026-03-30 14:21:22,System,Information,1,Microsoft-Windows-Configuration-Change-Monitor,
2026-03-30 14:21:22,System,Information,1,Microsoft-Windows-Configuration-Change-Monitor,
2026-03-30 14:21:22,Application,Information,1003,Microsoft-Windows-Search,The Windows Search Service started. 
2026-03-30 14:21:20,System,Warning,10016,Microsoft-Windows-DistributedCOM,The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID  {6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}  and APPID  {4839DDB7-58C2-48F5-8283-E1D1807D0D7D}  to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.
2026-03-30 14:21:20,System,Warning,10016,Microsoft-Windows-DistributedCOM,The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID  {6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}  and APPID  {4839DDB7-58C2-48F5-8283-E1D1807D0D7D}  to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.
2026-03-30 14:21:20,System,Information,7026,Service Control Manager,The following boot-start or system-start driver(s) did not load:  dam EneTechIo uiomap
2026-03-30 14:21:20,Application,Information,1,CoworkVMService,Claude VM Service starting. Detailed logs: C:\ProgramData\Claude\Logs\cowork-service.log
2026-03-30 14:21:19,System,Information,32,e1rexpress,Intel(R) I211 Gigabit Network Connection  Network link has been established at 1Gbps full duplex. 
2026-03-30 14:21:18,Application,Information,5617,Microsoft-Windows-WMI,Windows Management Instrumentation Service subsystems initialized successfully
2026-03-30 14:21:18,Application,Information,0,LightKeeperService,Service started successfully.
2026-03-30 14:21:18,Application,Information,0,MSI_Companion_Service,Service started successfully.
2026-03-30 14:21:18,Application,Information,0,SystemUsageReportSvc,Service started successfully.
2026-03-30 14:21:18,Application,Information,1003,DSAService,DSAService.dll:7:Intel.DSA.Service.Service|OnStartTask|()|Initializing logging
2026-03-30 14:21:18,Application,Information,1003,DSAService,DSAService.dll:7:DSAClientCore.Controllers.Computer.SettingsController|SetDownloadsDirectoryFallback|()|DownloadsDirectoryFallback changed.
2026-03-30 14:21:18,Application,Information,1003,DSAService,DSAService.dll:7:DSAClientCore.Controllers.Computer.SettingsController|SetDsaDirectoryFallback|()|DsaDirectoryFallback changed.
2026-03-30 14:21:18,Application,Information,1003,DSAService,DSAService.dll:7:DSAClientCore.Controllers.Computer.SettingsController|SetDsaDirectoryFallback|()|DsaDirectoryFallback changed.
2026-03-30 14:21:18,Application,Information,0,DSAService,Service started successfully.
2026-03-30 14:21:18,Application,Information,0,DSAUpdateService,Service started successfully.
2026-03-30 14:21:17,System,Information,51046,Microsoft-Windows-DHCPv6-Client,DHCPv6 client service is started
2026-03-30 14:21:17,System,Information,50036,Microsoft-Windows-Dhcp-Client,DHCPv4 client service is started
2026-03-30 14:21:17,System,Information,50103,Microsoft-Windows-Dhcp-Client,DHCPv4 client registered for shutdown notification
2026-03-30 14:21:17,System,Information,50036,Microsoft-Windows-Dhcp-Client,DHCPv4 client service is started
2026-03-30 14:21:17,System,Information,277,Microsoft-Windows-Hyper-V-VmSwitch,"vmswitch.sys build 26100.amd64.ge_release_svc_prod1, debug false, official true, 1 1"
2026-03-30 14:21:17,System,Information,5211,Microsoft-Windows-WAS,The Windows Process Activation Service (WAS) started with 'Classic' mode using 'ConfigurationSystem'
2026-03-30 14:21:17,System,Information,16983,Microsoft-Windows-Directory-Services-SAM,The security account manager is now logging periodic summary events for remote clients that call legacy password change or set RPC methods.  For more information please see https://go.microsoft.com/fwlink/?linkid=2150956. 
2026-03-30 14:21:17,System,Information,16977,Microsoft-Windows-Directory-Services-SAM,The domain is configured with the following minimum password length-related settings.  MinimumPasswordLength: 0  RelaxMinimumPasswordLengthLimits: 0  MinimumPasswordLengthAudit: -1  For more information see https://go.microsoft.com/fwlink/?LinkId=2097191. 
2026-03-30 14:21:17,System,Information,16962,Microsoft-Windows-Directory-Services-SAM,Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA). For more information please see http://go.microsoft.com/fwlink/?LinkId=787651.
2026-03-30 14:21:17,System,Information,6013,EventLog,The system uptime is 7 seconds.
2026-03-30 14:21:17,System,Information,6005,EventLog,The Event log service was started.
2026-03-30 14:21:17,System,Information,6009,EventLog,Microsoft (R) Windows (R) 10.00. 26200  Multiprocessor Free.
2026-03-30 14:21:17,Application,Information,5615,Microsoft-Windows-WMI,Windows Management Instrumentation Service started sucessfully
2026-03-30 14:21:17,Application,Information,1531,Microsoft-Windows-User Profiles Service,The User Profile Service has started successfully.    
2026-03-30 14:21:17,Application,Information,4625,Microsoft-Windows-EventSystem,The EventSystem sub system is suppressing duplicate event log entries for a duration of 86400 seconds.  The suppression timeout can be controlled by a REG_DWORD value named SuppressDuplicateDuration under the following registry key: HKLM\Software\Microsoft\EventSystem\EventLog.
2026-03-30 14:21:16,System,Information,5,Microsoft-Windows-IsolatedUserMode,Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.
2026-03-30 14:21:16,System,Information,6156,LsaSrv,Credential Guard auto enablement status.  Hardware Requirements for Virtualization Based Security:	1 Domain Joined:	0 Azure AD Joined:	0  Licensed for Credential Guard:	0 Domain Controller:	0
2026-03-30 14:21:16,System,Information,12,Microsoft-Windows-Wininit,LSASS.exe was started as a protected process with level: 4.
2026-03-30 14:21:16,System,Information,18,Microsoft-Windows-Wininit,VBS Key Isolation was started and will protect VSM-isolated keys.
2026-03-30 14:21:16,System,Information,1,Microsoft-Windows-IsolatedUserMode,Secure Trustlet \??\C:\WINDOWS\system32\lsaiso.exe Id 1 and Pid 1572 started with status STATUS_SUCCESS.
2026-03-30 14:21:16,System,Information,5,Microsoft-Windows-IsolatedUserMode,Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.
2026-03-30 14:21:16,System,Information,14,Microsoft-Windows-Wininit,Credential Guard configuration:  Registry Configuration: 0x0 Test Configuration: 0 Auto Enablement: 0
2026-03-30 14:21:16,System,Information,23,Microsoft-Windows-Wininit,Boot App Anti-Rollback: Initialize Completed with status: HRESULT: The operation completed successfully. New timer needed: false New timer waiting for system update completion: false Previous latch timer exists but disabled by registry: false 
2026-03-30 14:21:16,System,Information,25,Microsoft-Windows-Wininit,Boot App Anti-Rollback: Previous timer resumed with status:  HRESULT: The operation completed successfully. Previous timer present: true Start time: ‎2026‎-‎02‎-‎11T23:58:58.848404600Z Grace period: 51840000000000 Attempted recovery enforcement succeeded: false 
2026-03-30 14:21:16,System,Information,24,Microsoft-Windows-Wininit,Boot App Anti-Rollback: Timer start completed with status:  Win32Error: 0 Start time: ‎2026‎-‎02‎-‎11T23:58:58.848404600Z Grace period: 51840000000000 Due time: ‎2026‎-‎04‎-‎12T23:58:58.848404600Z 
2026-03-30 14:21:16,System,Information,19,Microsoft-Windows-Wininit,Virtualization Based Security new timer creation status  HRESULT: The operation completed successfully. New latch timer needed: false New latch timer waiting for system update completion: false Previous latch timer exists but disabled by registry: false Policy file exists: false 
2026-03-30 14:21:15,System,Warning,27,e1rexpress,Intel(R) I211 Gigabit Network Connection  Network link is disconnected. 
2026-03-30 14:21:14,System,Warning,219,Microsoft-Windows-Kernel-PnP,The driver \Driver\WUDFRd failed to load. Device: HID\VID_0951&PID_16DF&MI_03&Col02\8&2c632188&0&0001 Status: 0xC0000365
2026-03-30 14:21:14,System,Information,10118,Microsoft-Windows-DriverFrameworks-UserMode,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
2026-03-30 14:21:14,System,Warning,6,BTHUSB,Only one active Bluetooth adapter is supported at a time.
2026-03-30 14:21:14,System,Information,18,BTHUSB,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
2026-03-30 14:21:13,System,Information,7018,Netwtw14,
2026-03-30 14:21:13,System,Information,7017,Netwtw14,
2026-03-30 14:21:13,System,Information,7010,Netwtw14,
2026-03-30 14:21:13,System,Information,7005,Netwtw14,
2026-03-30 14:21:13,System,Information,7027,Netwtw14,
2026-03-30 14:21:13,System,Information,7029,Netwtw14,
2026-03-30 14:21:13,System,Information,7036,Netwtw14,The \Device\NDMP1 service entered the Intel(R) Wi-Fi 6E AX210 160MHz #2 state.
2026-03-30 14:21:12,System,Information,98,Microsoft-Windows-Ntfs,Volume \\?\Volume{dd369f6e-a7cb-439e-ade2-7a8ecac22c7f} (\Device\HarddiskVolume4) is healthy.  No action is needed.
2026-03-30 14:21:11,System,Information,98,Microsoft-Windows-Ntfs,Volume D: (\Device\HarddiskVolume7) is healthy.  No action is needed.
2026-03-30 14:21:11,System,Information,172,Microsoft-Windows-Kernel-Power,"Connectivity state in standby: Disconnected, Reason: NIC compliance"
2026-03-30 14:21:11,System,Information,26,Application Popup,
2026-03-30 14:21:11,System,Information,7036,VfpExt,The  service entered the Driver load complete state.
2026-03-30 14:21:11,System,Information,7036,VfpExt,The  service entered the Driver load start state.
2026-03-30 14:21:11,System,Information,98,Microsoft-Windows-Ntfs,Volume C: (\Device\HarddiskVolume3) is healthy.  No action is needed.
2026-03-30 14:21:09,System,Information,16,Microsoft-Windows-HAL,IOMMU fault reporting has been initialized.
2026-03-30 14:21:09,System,Information,3,Microsoft-Windows-IsolatedUserMode,"Secure Kernel started with status STATUS_SUCCESS and flags HvciEnabled,HvciStrictMode."
2026-03-30 14:21:09,System,Information,165,Microsoft-Windows-Hyper-V-Hypervisor,"Hypervisor configured mitigations for CVE-2019-11091, CVE-2018-12126, CVE-2018-12127, CVE-2018-12130 for virtual machines.  Processor not affected: false Processor family not affected: false Processor supports microarchitectural buffer flush: false Buffer flush needed: false "
